state,constituency,winner,party,gender,criminal cases,age,category,education,assets,liabilities,total electors,balance assets,total_cons_per_state,total_voters_per_state,total_voters_per_cons
Karnataka,BANGALORE NORTH,1,BJP,1,0,66.0,GENERAL,7,209384539.0,104302653.0,2849250,105081886.0,72,131214920,2
Karnataka,BANGALORE NORTH,0,INC,1,0,46.0,GENERAL,8,132509044.0,15596951.0,2849250,116912093.0,72,131214920,2
Karnataka,BANGALORE RURAL,1,INC,1,5,52.0,GENERAL,6,3388920717.0,519320305.0,2497458,2869600412.0,72,131214920,3
Karnataka,BANGALORE RURAL,0,BJP,1,2,59.0,GENERAL,4,293535096.0,0.0,2497458,293535096.0,72,131214920,3
Karnataka,BANGALORE RURAL,0,BSP,1,0,43.0,SC,7,8810000.0,500000.0,2497458,8310000.0,72,131214920,3
Karnataka,BANGALORE SOUTH,1,BJP,1,0,28.0,GENERAL,7,1346593.0,0.0,2215489,1346593.0,72,131214920,2
Karnataka,BANGALORE SOUTH,0,INC,1,0,64.0,GENERAL,7,150801799.0,34400000.0,2215489,116401799.0,72,131214920,2
West Bengal,BANGAON,1,BJP,1,8,37.0,SC,7,5265388.0,0.0,1704632,5265388.0,173,288147109,4
West Bengal,BANGAON,0,AITC,0,4,51.0,SC,2,22042316.0,0.0,1704632,22042316.0,173,288147109,4
West Bengal,BANGAON,0,CPI(M),1,1,55.0,SC,7,5556977.0,524879.0,1704632,5032098.0,173,288147109,4
West Bengal,BANGAON,0,INC,1,3,28.0,SC,8,3026068.0,39999.0,1704632,2986069.0,173,288147109,4
Bihar,BANKA,1,JD(U),1,1,58.0,GENERAL,8,19816050.0,405701.0,1699394,19410349.0,218,384468939,7
Bihar,BANKA,0,RJD,1,2,65.0,GENERAL,8,68739932.0,618721.0,1699394,68121211.0,218,384468939,7
Bihar,BANKA,0,IND,0,3,61.0,GENERAL,8,53801629.0,1700000.0,1699394,52101629.0,218,384468939,7
Bihar,BANKA,0,IND,1,0,44.0,GENERAL,4,41500.0,0.0,1699394,41500.0,218,384468939,7
Bihar,BANKA,0,IND,1,0,46.0,GENERAL,6,7341490.0,0.0,1699394,7341490.0,218,384468939,7
Bihar,BANKA,0,IND,1,0,38.0,GENERAL,1,2605273.0,0.0,1699394,2605273.0,218,384468939,7
Bihar,BANKA,0,BSP,1,1,50.0,GENERAL,7,16862361.0,97503.0,1699394,16764858.0,218,384468939,7
West Bengal,BANKURA,1,BJP,1,1,65.0,GENERAL,7,19799440.0,3261495.0,1648906,16537945.0,173,288147109,4
West Bengal,BANKURA,0,AITC,1,2,72.0,GENERAL,8,12235759.0,0.0,1648906,12235759.0,173,288147109,4
West Bengal,BANKURA,0,CPI(M),1,1,67.0,GENERAL,7,7521446.0,0.0,1648906,7521446.0,173,288147109,4
West Bengal,BANKURA,0,IND,1,5,40.0,ST,6,290750.0,0.0,1648906,290750.0,173,288147109,4
Uttar Pradesh,BANSGAON,1,BJP,1,5,42.0,SC,7,171706883.0,6049264.0,1751258,165657619.0,251,458868319,2
Uttar Pradesh,BANSGAON,0,BSP,1,0,62.0,SC,8,8702160.0,0.0,1751258,8702160.0,251,458868319,2
Rajasthan,BANSWARA,1,BJP,1,0,62.0,ST,7,58711904.0,1746729.0,1975368,56965175.0,74,144688084,5
Rajasthan,BANSWARA,0,INC,1,0,65.0,ST,8,34354639.0,6449772.0,1975368,27904867.0,74,144688084,5
Rajasthan,BANSWARA,0,BTP,1,0,43.0,ST,8,1229683.0,0.0,1975368,1229683.0,74,144688084,5
Rajasthan,BANSWARA,0,BSP,1,0,31.0,ST,3,311000.0,0.0,1975368,311000.0,74,144688084,5
Rajasthan,BANSWARA,0,IND,1,0,26.0,ST,7,30811.0,0.0,1975368,30811.0,74,144688084,5
Andhra Pradesh,BAPATLA,1,YSRCP,1,0,42.0,SC,3,4158610.0,269000.0,1468671,3889610.0,101,159256762,4
Andhra Pradesh,BAPATLA,0,TDP,1,0,65.0,SC,8,42520353.0,598794.0,1468671,41921559.0,101,159256762,4
Andhra Pradesh,BAPATLA,0,BSP,1,0,64.0,SC,8,34436000.0,1200000.0,1468671,33236000.0,101,159256762,4
Andhra Pradesh,BAPATLA,0,INC,1,0,65.0,SC,8,126397634.0,8342498.0,1468671,118055136.0,101,159256762,4
Uttar Pradesh,BARABANKI,1,BJP,1,1,51.0,SC,8,18050127.0,3171774.0,1816830,14878353.0,251,458868319,3
Uttar Pradesh,BARABANKI,0,SP,1,5,68.0,SC,4,10294367.0,127553.0,1816830,10166814.0,251,458868319,3
Uttar Pradesh,BARABANKI,0,INC,1,0,34.0,SC,7,12572577.0,27052.0,1816830,12545525.0,251,458868319,3
Maharashtra,BARAMATI,1,NCP,0,0,49.0,GENERAL,7,1408888704.0,5500000.0,2114663,1403388704.0,175,321123079,3
Maharashtra,BARAMATI,0,BJP,0,0,34.0,GENERAL,7,47572790.0,2250279.0,2114663,45322511.0,175,321123079,3
Maharashtra,BARAMATI,0,VBA,1,1,43.0,GENERAL,8,4980257.0,3700190.0,2114663,1280067.0,175,321123079,3
Jammu & Kashmir,BARAMULLA,1,JKN,1,0,71.0,GENERAL,7,597434000.0,104935.0,1317738,597329065.0,28,36030136,7
Jammu & Kashmir,BARAMULLA,0,JPC,1,0,67.0,GENERAL,7,176868487.0,848606.0,1317738,176019881.0,28,36030136,7
Jammu & Kashmir,BARAMULLA,0,IND,1,0,54.0,GENERAL,5,8000000.0,6000000.0,1317738,2000000.0,28,36030136,7
Jammu & Kashmir,BARAMULLA,0,JKPDP,1,0,59.0,GENERAL,7,16556983.0,473600.0,1317738,16083383.0,28,36030136,7
Jammu & Kashmir,BARAMULLA,0,INC,1,0,55.0,GENERAL,3,12777435.0,0.0,1317738,12777435.0,28,36030136,7
Jammu & Kashmir,BARAMULLA,0,BJP,1,0,65.0,GENERAL,7,11320000.0,0.0,1317738,11320000.0,28,36030136,7
Jammu & Kashmir,BARAMULLA,0,IND,1,0,48.0,GENERAL,8,10050737.0,6786855.0,1317738,3263882.0,28,36030136,7
West Bengal,BARASAT,1,AITC,0,2,60.0,GENERAL,8,40531018.0,1496059.0,1718252,39034959.0,173,288147109,4
West Bengal,BARASAT,0,BJP,1,0,68.0,GENERAL,7,4949682.0,3370182.0,1718252,1579500.0,173,288147109,4
West Bengal,BARASAT,0,AIFB,1,0,61.0,SC,6,11890602.0,0.0,1718252,11890602.0,173,288147109,4
West Bengal,BARASAT,0,INC,0,0,57.0,GENERAL,7,33601000.0,0.0,1718252,33601000.0,173,288147109,4
West Bengal,BARDHAMAN DURGAPUR,1,BJP,1,0,67.0,GENERAL,7,26521750.0,744076.0,1733578,25777674.0,173,288147109,4
West Bengal,BARDHAMAN DURGAPUR,0,AITC,0,0,73.0,GENERAL,8,136680993.0,0.0,1733578,136680993.0,173,288147109,4
West Bengal,BARDHAMAN DURGAPUR,0,CPI(M),1,2,50.0,GENERAL,8,4267888.0,0.0,1733578,4267888.0,173,288147109,4
West Bengal,BARDHAMAN DURGAPUR,0,INC,1,0,39.0,GENERAL,5,16662068.0,89517.0,1733578,16572551.0,173,288147109,4
West Bengal,BARDHAMAN PURBA,1,AITC,1,0,61.0,SC,7,20371283.0,148598.0,1698089,20222685.0,173,288147109,4
West Bengal,BARDHAMAN PURBA,0,BJP,1,1,61.0,SC,8,30401786.0,0.0,1698089,30401786.0,173,288147109,4
West Bengal,BARDHAMAN PURBA,0,CPI(M),1,2,58.0,SC,8,5892873.0,2811235.0,1698089,3081638.0,173,288147109,4
West Bengal,BARDHAMAN PURBA,0,INC,1,0,37.0,SC,8,2437669.0,513425.0,1698089,1924244.0,173,288147109,4
Gujarat,BARDOLI,1,BJP,1,0,49.0,ST,5,28350217.0,3676869.0,1826526,24673348.0,69,119028011,2
Gujarat,BARDOLI,0,INC,1,0,53.0,ST,7,69345867.0,0.0,1826526,69345867.0,69,119028011,2
Uttar Pradesh,BAREILLY,1,BJP,1,0,70.0,GENERAL,7,126356142.0,13055209.0,1797655,113300933.0,251,458868319,3
Uttar Pradesh,BAREILLY,0,SP,1,2,63.0,GENERAL,6,31857876.0,0.0,1797655,31857876.0,251,458868319,3
Uttar Pradesh,BAREILLY,0,INC,1,1,61.0,ST,7,1477686028.0,46548771.0,1797655,1431137257.0,251,458868319,3
Odisha,BARGARH,1,BJP,1,0,59.0,GENERAL,8,11673429.0,0.0,1596290,11673429.0,73,112683114,3
Odisha,BARGARH,0,BJD,1,0,69.0,GENERAL,7,90051634.0,3227600.0,1596290,86824034.0,73,112683114,3
Odisha,BARGARH,0,INC,1,5,51.0,GENERAL,7,51024740.0,13451459.0,1596290,37573281.0,73,112683114,3
Rajasthan,BARMER,1,BJP,1,2,45.0,GENERAL,7,2402250.0,0.0,1941231,2402250.0,74,144688084,3
Rajasthan,BARMER,0,INC,1,0,55.0,GENERAL,8,45063664.0,0.0,1941231,45063664.0,74,144688084,3
Rajasthan,BARMER,0,BMUP,1,0,39.0,SC,2,295500.0,0.0,1941231,295500.0,74,144688084,3
Assam,BARPETA,1,INC,1,0,44.0,GENERAL,8,7398753.0,2703693.0,1685149,4695060.0,44,68675245,4
Assam,BARPETA,0,AGP,1,1,66.0,GENERAL,7,23701000.0,1032000.0,1685149,22669000.0,44,68675245,4
Assam,BARPETA,0,AIUDF,1,2,44.0,GENERAL,9,3389683.0,430436.0,1685149,2959247.0,44,68675245,4
Assam,BARPETA,0,AITC,1,0,65.0,GENERAL,7,1360000.0,0.0,1685149,1360000.0,44,68675245,4
West Bengal,BARRACKPORE,1,BJP,1,24,57.0,GENERAL,4,8055691.0,1100000.0,1436431,6955691.0,173,288147109,4
West Bengal,BARRACKPORE,0,AITC,1,0,68.0,GENERAL,8,66207289.0,15925213.0,1436431,50282076.0,173,288147109,4
West Bengal,BARRACKPORE,0,CPI(M),0,0,47.0,GENERAL,7,57140.0,0.0,1436431,57140.0,173,288147109,4
West Bengal,BARRACKPORE,0,INC,1,0,44.0,GENERAL,3,2809421.0,0.0,1436431,2809421.0,173,288147109,4
West Bengal,BASIRHAT,1,AITC,0,0,28.0,GENERAL,6,29088391.0,16881608.0,1678357,12206783.0,173,288147109,4
West Bengal,BASIRHAT,0,BJP,1,14,42.0,GENERAL,8,5399604.0,0.0,1678357,5399604.0,173,288147109,4
West Bengal,BASIRHAT,0,INC,1,1,51.0,GENERAL,8,2294651.0,0.0,1678357,2294651.0,173,288147109,4
West Bengal,BASIRHAT,0,CPI(M),1,0,70.0,GENERAL,7,6037297.0,0.0,1678357,6037297.0,173,288147109,4
Chhattisgarh,BASTAR,1,INC,1,1,38.0,ST,8,7721293.0,1801236.0,1379122,5920057.0,38,63568103,7
Chhattisgarh,BASTAR,0,BJP,1,2,46.0,ST,4,16073844.0,141005.0,1379122,15932839.0,38,63568103,7
Chhattisgarh,BASTAR,0,CPI(M),1,0,42.0,ST,8,1058000.0,0.0,1379122,1058000.0,38,63568103,7
Chhattisgarh,BASTAR,0,BSP,1,0,55.0,ST,3,547094.0,0.0,1379122,547094.0,38,63568103,7
Chhattisgarh,BASTAR,0,SHS,1,0,38.0,ST,2,13538941.0,0.0,1379122,13538941.0,38,63568103,7
Chhattisgarh,BASTAR,0,APoI,1,0,29.0,ST,8,3444229.0,600000.0,1379122,2844229.0,38,63568103,7
Chhattisgarh,BASTAR,0,ABSKP,1,0,40.0,ST,6,1726000.0,0.0,1379122,1726000.0,38,63568103,7
Uttar Pradesh,BASTI,1,BJP,1,5,45.0,GENERAL,8,8662344.0,322490.0,1845223,8339854.0,251,458868319,4
Uttar Pradesh,BASTI,0,BSP,1,3,65.0,GENERAL,5,66059943.0,1166159.0,1845223,64893784.0,251,458868319,4
Uttar Pradesh,BASTI,0,INC,1,0,50.0,GENERAL,7,52812489.0,0.0,1845223,52812489.0,251,458868319,4
Uttar Pradesh,BASTI,0,SBSP,1,0,42.0,GENERAL,6,2026650.0,0.0,1845223,2026650.0,251,458868319,4
Punjab,BATHINDA,1,SAD,0,0,52.0,GENERAL,4,2179919870.0,954852600.0,1621671,1225067270.0,53,85100123,4
Punjab,BATHINDA,0,INC,1,0,41.0,GENERAL,4,92906438.0,10422457.0,1621671,82483981.0,53,85100123,4
Punjab,BATHINDA,0,AAP,0,0,33.0,GENERAL,8,10604926.0,345000.0,1621671,10259926.0,53,85100123,4
Punjab,BATHINDA,0,PUNEKP,1,1,54.0,GENERAL,6,598746355.0,13836396.0,1621671,584909959.0,53,85100123,4
Maharashtra,BEED,1,BJP,0,1,36.0,GENERAL,8,4654000.0,1622000.0,2045405,3032000.0,175,321123079,4
Maharashtra,BEED,0,NCP,1,1,48.0,GENERAL,7,160776182.0,8488691.0,2045405,152287491.0,175,321123079,4
Maharashtra,BEED,0,VBA,1,1,62.0,GENERAL,8,4654000.0,1622000.0,2045405,3032000.0,175,321123079,4
Maharashtra,BEED,0,IND,1,1,57.0,GENERAL,8,110000.0,200000.0,2045405,-90000.0,175,321123079,4
Bihar,BEGUSARAI,1,BJP,1,6,66.0,GENERAL,7,83024577.0,12236000.0,1958382,70788577.0,218,384468939,4
Bihar,BEGUSARAI,0,CPI(M),1,5,32.0,GENERAL,9,557848.0,0.0,1958382,557848.0,218,384468939,4
Bihar,BEGUSARAI,0,RJD,1,1,59.0,GENERAL,9,15483136.0,1446000.0,1958382,14037136.0,218,384468939,4
Bihar,BEGUSARAI,0,IND,1,0,27.0,GENERAL,6,2017370.0,0.0,1958382,2017370.0,218,384468939,4
Karnataka,BELGAUM,1,BJP,1,0,63.0,GENERAL,7,366164525.0,198479638.0,1779350,167684887.0,72,131214920,2
Karnataka,BELGAUM,0,INC,1,0,69.0,GENERAL,7,315866105.0,225214094.0,1779350,90652011.0,72,131214920,2
Karnataka,BELLARY,1,BJP,1,0,67.0,ST,2,40107878.0,250000.0,1751734,39857878.0,72,131214920,2
Karnataka,BELLARY,0,INC,1,0,65.0,ST,7,108217325.0,22231164.0,1751734,85986161.0,72,131214920,2
Odisha,BERHAMPUR,1,BJD,1,0,68.0,GENERAL,4,11716989.0,0.0,1502455,11716989.0,73,112683114,3
Odisha,BERHAMPUR,0,BJP,1,4,44.0,GENERAL,7,31044317.0,1650465.0,1502455,29393852.0,73,112683114,3
Odisha,BERHAMPUR,0,INC,1,1,52.0,GENERAL,7,360000000.0,8000.0,1502455,359992000.0,73,112683114,3
Madhya Pradesh,BETUL,1,BJP,1,0,55.0,ST,8,15413532.0,875803.0,1737437,14537729.0,93,165541098,3
Madhya Pradesh,BETUL,0,INC,1,0,31.0,ST,7,113554.0,0.0,1737437,113554.0,93,165541098,3
Madhya Pradesh,BETUL,0,BSP,1,0,44.0,ST,1,682000.0,0.0,1737437,682000.0,93,165541098,3
Uttar Pradesh,BHADOHI,1,BJP,1,6,44.0,GENERAL,4,94089148.0,21696413.0,1942514,72392735.0,251,458868319,3
Uttar Pradesh,BHADOHI,0,BSP,1,5,59.0,GENERAL,7,124899017.0,54880849.0,1942514,70018168.0,251,458868319,3
Uttar Pradesh,BHADOHI,0,INC,1,2,59.0,GENERAL,4,82444969.0,0.0,1942514,82444969.0,251,458868319,3
Odisha,BHADRAK,1,BJD,0,0,42.0,SC,7,39417891.0,8958149.0,1661661,30459742.0,73,112683114,3
Odisha,BHADRAK,0,BJP,1,0,49.0,SC,8,47223493.0,12150231.0,1661661,35073262.0,73,112683114,3
Odisha,BHADRAK,0,INC,0,0,42.0,SC,8,23838000.0,2384493.0,1661661,21453507.0,73,112683114,3
Bihar,BHAGALPUR,1,JD(U),1,0,41.0,GENERAL,3,6801126.0,5364747.0,1823820,1436379.0,218,384468939,2
Bihar,BHAGALPUR,0,RJD,1,0,43.0,GENERAL,6,30364808.0,2180647.0,1823820,28184161.0,218,384468939,2
Maharashtra,BHANDARA - GONDIYA,1,BJP,1,2,50.0,GENERAL,5,627543615.0,19861338.0,1811556,607682277.0,175,321123079,5
Maharashtra,BHANDARA - GONDIYA,0,NCP,1,0,64.0,GENERAL,4,57462818.0,2050134.0,1811556,55412684.0,175,321123079,5
Maharashtra,BHANDARA - GONDIYA,0,BSP,0,0,37.0,GENERAL,7,36343297.0,3616000.0,1811556,32727297.0,175,321123079,5
Maharashtra,BHANDARA - GONDIYA,0,VBA,1,0,68.0,GENERAL,7,5995146.0,60000.0,1811556,5935146.0,175,321123079,5
Maharashtra,BHANDARA - GONDIYA,0,IND,1,2,56.0,GENERAL,5,32513000.0,7500000.0,1811556,25013000.0,175,321123079,5
Rajasthan,BHARATPUR,1,BJP,0,0,39.0,SC,3,3117190.0,0.0,1943794,3117190.0,74,144688084,3
Rajasthan,BHARATPUR,0,INC,1,0,59.0,SC,7,133045865.0,28346352.0,1943794,104699513.0,74,144688084,3
Rajasthan,BHARATPUR,0,BSP,1,0,56.0,SC,7,15896000.0,1265000.0,1943794,14631000.0,74,144688084,3
Gujarat,BHARUCH,1,BJP,1,0,61.0,ST,8,6835957.0,0.0,1564519,6835957.0,69,119028011,4
Gujarat,BHARUCH,0,INC,1,3,37.0,GENERAL,6,3343699.0,0.0,1564519,3343699.0,69,119028011,4
Gujarat,BHARUCH,0,BTP,1,6,73.0,ST,4,20146320.0,4595420.0,1564519,15550900.0,69,119028011,4
Gujarat,BHARUCH,0,IND,1,0,40.0,GENERAL,2,1035000.0,0.0,1564519,1035000.0,69,119028011,4
Gujarat,BHAVNAGAR,1,BJP,0,0,55.0,GENERAL,7,17753161.0,3689036.0,1768297,14064125.0,69,119028011,2
Gujarat,BHAVNAGAR,0,INC,1,0,50.0,GENERAL,4,75961835.0,5595198.0,1768297,70366637.0,69,119028011,2
Rajasthan,BHILWARA,1,BJP,1,0,62.0,GENERAL,7,232703276.0,1827380.0,1997328,230875896.0,74,144688084,4
Rajasthan,BHILWARA,0,INC,1,1,52.0,GENERAL,6,74900711.0,24650224.0,1997328,50250487.0,74,144688084,4
Rajasthan,BHILWARA,0,BSP,1,1,40.0,GENERAL,2,6202833.0,1250000.0,1997328,4952833.0,74,144688084,4
Rajasthan,BHILWARA,0,RTORP,1,0,42.0,GENERAL,7,1089730.0,0.0,1997328,1089730.0,74,144688084,4
Madhya Pradesh,BHIND,1,BJP,0,0,45.0,SC,8,51108660.0,13400000.0,1765334,37708660.0,93,165541098,3
Madhya Pradesh,BHIND,0,INC,1,0,28.0,SC,7,746723.0,0.0,1765334,746723.0,93,165541098,3
Madhya Pradesh,BHIND,0,BSP,1,0,67.0,SC,4,12571690.0,540000.0,1765334,12031690.0,93,165541098,3
Maharashtra,BHIWANDI,1,BJP,1,0,58.0,GENERAL,7,418850781.0,5645459.0,1890100,413205322.0,175,321123079,4
Maharashtra,BHIWANDI,0,INC,1,1,62.0,GENERAL,6,324522111.0,964774.0,1890100,323557337.0,175,321123079,4
Maharashtra,BHIWANDI,0,VBA,1,0,69.0,GENERAL,9,50883853.0,0.0,1890100,50883853.0,175,321123079,4
Maharashtra,BHIWANDI,0,IND,1,2,27.0,GENERAL,6,834000.0,0.0,1890100,834000.0,175,321123079,4
Haryana,BHIWANI-MAHENDRAGARH,1,BJP,1,0,64.0,GENERAL,7,60642205.0,240000.0,1654317,60402205.0,41,73370373,4
Haryana,BHIWANI-MAHENDRAGARH,0,INC,0,0,43.0,GENERAL,7,1016118000.0,151084000.0,1654317,865034000.0,41,73370373,4
Haryana,BHIWANI-MAHENDRAGARH,0,JNJP,0,0,30.0,GENERAL,8,91521178.0,45967727.0,1654317,45553451.0,41,73370373,4
Haryana,BHIWANI-MAHENDRAGARH,0,LTSP,1,0,46.0,GENERAL,7,91465000.0,14367975.0,1654317,77097025.0,41,73370373,4
Telangana,BHONGIR,1,INC,1,14,55.0,GENERAL,6,162543845.0,24069129.0,1628033,138474716.0,74,127212819,5
Telangana,BHONGIR,0,TRS,1,0,60.0,GENERAL,8,237458144.0,42963534.0,1628033,194494610.0,74,127212819,5
Telangana,BHONGIR,0,BJP,1,7,46.0,GENERAL,8,323073107.0,49080220.0,1628033,273992887.0,74,127212819,5
Telangana,BHONGIR,0,CPI(M),1,0,54.0,GENERAL,3,15799990.0,7265216.0,1628033,8534774.0,74,127212819,5
Telangana,BHONGIR,0,IND,1,0,44.0,SC,0,0.0,0.0,1628033,0.0,74,127212819,5
Madhya Pradesh,BHOPAL,1,BJP,0,1,49.0,GENERAL,8,444224.0,0.0,2142861,444224.0,93,165541098,2
Madhya Pradesh,BHOPAL,0,INC,1,8,71.0,GENERAL,7,380727853.0,13972396.0,2142861,366755457.0,93,165541098,2
Odisha,BHUBANESWAR,1,BJP,0,0,49.0,GENERAL,7,31677600.0,4329959.0,1699678,27347641.0,73,112683114,3
Odisha,BHUBANESWAR,0,BJD,1,0,63.0,GENERAL,7,92700106.0,270000.0,1699678,92430106.0,73,112683114,3
Odisha,BHUBANESWAR,0,CPI(M),1,1,71.0,GENERAL,7,23686053.0,0.0,1699678,23686053.0,73,112683114,3
Karnataka,BIDAR,1,BJP,1,1,50.0,GENERAL,7,51836416.0,10239000.0,1775095,41597416.0,72,131214920,3
Karnataka,BIDAR,0,INC,1,0,57.0,GENERAL,7,123313691.0,7332800.0,1775095,115980891.0,72,131214920,3
Karnataka,BIDAR,0,BSP,1,0,65.0,GENERAL,4,10212000.0,0.0,1775095,10212000.0,72,131214920,3
Karnataka,BIJAPUR,1,BJP,1,0,66.0,SC,7,504122985.0,1600000.0,1797587,502522985.0,72,131214920,4
Karnataka,BIJAPUR,0,JD(S),0,0,42.0,SC,9,49482018.0,14184713.0,1797587,35297305.0,72,131214920,4
Karnataka,BIJAPUR,0,IND,1,0,33.0,SC,7,3226500.0,675000.0,1797587,2551500.0,72,131214920,4
Karnataka,BIJAPUR,0,BSP,1,3,36.0,SC,7,2680100.0,0.0,1797587,2680100.0,72,131214920,4
Uttar Pradesh,BIJNOR,1,BSP,1,7,53.0,GENERAL,7,2499628021.0,1016148176.0,1664125,1483479845.0,251,458868319,3
Uttar Pradesh,BIJNOR,0,BJP,1,3,55.0,GENERAL,7,49867061.0,0.0,1664125,49867061.0,251,458868319,3
Uttar Pradesh,BIJNOR,0,INC,1,1,59.0,GENERAL,7,130739688.0,0.0,1664125,130739688.0,251,458868319,3
Rajasthan,BIKANER (SC),1,BJP,1,0,65.0,SC,8,23524459.0,1060314.0,1851628,22464145.0,74,144688084,3
Rajasthan,BIKANER (SC),0,INC,1,0,55.0,SC,7,39962659.0,4966129.0,1851628,34996530.0,74,144688084,3
Rajasthan,BIKANER (SC),0,BSP,1,0,47.0,SC,2,1154500.0,0.0,1851628,1154500.0,74,144688084,3
Chhattisgarh,BILASPUR,1,BJP,1,0,51.0,GENERAL,7,13544588.0,50000.0,1876953,13494588.0,38,63568103,3
Chhattisgarh,BILASPUR,0,INC,1,4,51.0,GENERAL,7,158233341.0,11386394.0,1876953,146846947.0,38,63568103,3
Chhattisgarh,BILASPUR,0,BSP,1,0,47.0,GENERAL,6,9874225.0,0.0,1876953,9874225.0,38,63568103,3
West Bengal,BIRBHUM,1,AITC,0,0,49.0,GENERAL,7,48652722.0,18604443.0,1699219,30048279.0,173,288147109,5
West Bengal,BIRBHUM,0,BJP,1,7,63.0,GENERAL,7,6559932.0,100000.0,1699219,6459932.0,173,288147109,5
West Bengal,BIRBHUM,0,CPI(M),1,0,54.0,GENERAL,9,11877651.0,1595184.0,1699219,10282467.0,173,288147109,5
West Bengal,BIRBHUM,0,INC,1,0,51.0,GENERAL,6,12369362.0,0.0,1699219,12369362.0,173,288147109,5
West Bengal,BIRBHUM,0,RVNP,1,0,49.0,GENERAL,4,3294000.0,120000.0,1699219,3174000.0,173,288147109,5
West Bengal,BISHNUPUR,1,BJP,1,6,38.0,SC,6,8656777.0,1077120.0,1627199,7579657.0,173,288147109,4
West Bengal,BISHNUPUR,0,AITC,1,0,39.0,SC,8,4642924.0,650000.0,1627199,3992924.0,173,288147109,4
West Bengal,BISHNUPUR,0,CPI(M),1,0,72.0,SC,7,20299997.0,0.0,1627199,20299997.0,173,288147109,4
West Bengal,BISHNUPUR,0,INC,1,0,67.0,SC,7,3247596.0,0.0,1627199,3247596.0,173,288147109,4
Odisha,BOLANGIR,1,BJP,0,0,57.0,GENERAL,7,379590851.0,7500000.0,1744446,372090851.0,73,112683114,4
Odisha,BOLANGIR,0,BJD,1,0,45.0,GENERAL,7,204895169.0,13342386.0,1744446,191552783.0,73,112683114,4
Odisha,BOLANGIR,0,INC,1,0,45.0,GENERAL,8,26771555.0,3673500.0,1744446,23098055.0,73,112683114,4
Odisha,BOLANGIR,0,APoI,1,0,49.0,SC,7,1819971.0,1050000.0,1744446,769971.0,73,112683114,4
West Bengal,BOLPUR,1,AITC,1,0,63.0,SC,4,1310691.0,0.0,1705073,1310691.0,173,288147109,5
West Bengal,BOLPUR,0,BJP,1,0,53.0,SC,8,11501067.0,4905000.0,1705073,6596067.0,173,288147109,5
West Bengal,BOLPUR,0,CPI(M),1,3,61.0,SC,7,2320217.0,0.0,1705073,2320217.0,173,288147109,5
West Bengal,BOLPUR,0,INC,1,0,47.0,SC,7,4195922.0,113600.0,1705073,4082322.0,173,288147109,5
West Bengal,BOLPUR,0,RVNP,1,0,44.0,SC,7,1126000.0,0.0,1705073,1126000.0,173,288147109,5
Uttar Pradesh,BULANDSHAHR,1,BJP,1,1,42.0,SC,7,18728861.0,0.0,1787925,18728861.0,251,458868319,3
Uttar Pradesh,BULANDSHAHR,0,BSP,1,28,50.0,SC,6,47337130.0,8609902.0,1787925,38727228.0,251,458868319,3
Uttar Pradesh,BULANDSHAHR,0,INC,1,3,58.0,SC,4,13324200.0,360000.0,1787925,12964200.0,251,458868319,3
Maharashtra,BULDHANA,1,SHS,1,3,58.0,GENERAL,6,116272966.0,735482.0,1762918,115537484.0,175,321123079,3
Maharashtra,BULDHANA,0,NCP,1,1,58.0,GENERAL,7,95350365.0,21940000.0,1762918,73410365.0,175,321123079,3
Maharashtra,BULDHANA,0,VBA,1,2,57.0,GENERAL,3,43855736.0,1730992.0,1762918,42124744.0,175,321123079,3
Bihar,BUXAR,1,BJP,1,3,66.0,GENERAL,7,40183612.0,1350667.0,1829373,38832945.0,218,384468939,5
Bihar,BUXAR,0,RJD,1,1,75.0,GENERAL,7,35871242.0,530000.0,1829373,35341242.0,218,384468939,5
Bihar,BUXAR,0,BSP,1,1,50.0,GENERAL,7,9632514.0,265000.0,1829373,9367514.0,218,384468939,5
Bihar,BUXAR,0,SBSP,1,0,34.0,GENERAL,7,695070.0,0.0,1829373,695070.0,218,384468939,5
Bihar,BUXAR,0,IND,1,0,42.0,GENERAL,5,0.0,0.0,1829373,0.0,218,384468939,5
Kerala,CHALAKUDY,1,INC,1,4,66.0,GENERAL,7,20461931.0,915938.0,1230197,19545993.0,63,82698658,3
Kerala,CHALAKUDY,0,CPI(M),1,0,71.0,GENERAL,3,67456404.0,670000.0,1230197,66786404.0,63,82698658,3
Kerala,CHALAKUDY,0,BJP,1,6,59.0,GENERAL,7,21383000.0,5462000.0,1230197,15921000.0,63,82698658,3
Karnataka,CHAMARAJANAGAR,1,BJP,1,0,71.0,SC,8,143804441.0,324909.0,1686333,143479532.0,72,131214920,3
Karnataka,CHAMARAJANAGAR,0,INC,1,0,58.0,SC,8,92418254.0,2190481.0,1686333,90227773.0,72,131214920,3
Karnataka,CHAMARAJANAGAR,0,BSP,1,0,42.0,SC,9,16580750.0,11600000.0,1686333,4980750.0,72,131214920,3
Uttar Pradesh,CHANDAULI,1,BJP,1,0,62.0,GENERAL,9,33359734.0,0.0,1756837,33359734.0,251,458868319,4
Uttar Pradesh,CHANDAULI,0,SP,1,2,43.0,GENERAL,8,4015011.0,369000.0,1756837,3646011.0,251,458868319,4
Uttar Pradesh,CHANDAULI,0,JANADIP,0,2,52.0,GENERAL,2,66018000.0,24777000.0,1756837,41241000.0,251,458868319,4
